Time      Power          Hist_Power     FR_Position    CR_Position    RHO            InsertRho      
0.00      2.555640e-09   2.555640e-09   0.0000         22.6200        0.0000         1018.9385      
1.00      2.556502e-09   1.983810e-09   0.0800         22.6200        0.2232         1019.1617      
2.00      2.560614e-09   2.483130e-09   0.4400         22.6200        1.2278         1020.1662      
3.01      2.565982e-09   1.822883e-09   0.8256         22.6200        2.3038         1021.2422      
4.01      2.574101e-09   2.129315e-09   1.3836         22.6200        3.8608         1022.7993      
5.01      2.581299e-09   1.284479e-09   1.7454         22.6200        4.8704         1023.8088      
6.01      2.591024e-09   2.376831e-09   2.2837         22.6200        6.3724         1025.3109      
7.01      2.599982e-09   2.910387e-09   2.6553         22.6200        7.4093         1026.3478      
8.01      2.611231e-09   2.216673e-09   3.1836         22.6200        8.8835         1027.8220      
9.01      2.621605e-09   2.563971e-09   3.5435         22.6200        9.8878         1028.8262      
10.01     2.632310e-09   1.933959e-09   3.8952         22.6200        10.8692        1029.8076      
11.01     2.648025e-09   2.558421e-09   4.4136         22.6200        12.9740        1031.9125      
12.01     2.663444e-09   1.385038e-09   4.7754         22.6200        14.5594        1033.4979      
13.01     2.683062e-09   2.627141e-09   5.3135         22.6200        16.9174        1035.8559      
14.01     2.701074e-09   2.317267e-09   5.6635         22.6200        18.4511        1037.3896      
15.01     2.719853e-09   2.298228e-09   6.0151         22.6200        19.9918        1038.9303      
16.01     2.742522e-09   1.722358e-09   6.5233         22.6200        22.2188        1041.1573      
17.01     2.763549e-09   2.170267e-09   6.8550         22.6200        23.6723        1042.6108      
18.00     2.788265e-09   2.917430e-09   7.3500         22.6200        25.8414        1044.7799      
19.00     2.811688e-09   1.594040e-09   7.6800         22.6200        27.2875        1046.2260      
20.00     2.835898e-09   2.851020e-09   8.0100         22.6200        28.7856        1047.7241      
21.00     2.875329e-09   2.041740e-09   8.4900         22.6200        33.3869        1052.3253      
22.00     2.912867e-09   2.454710e-09   8.8100         22.6200        36.4544        1055.3929      
23.00     2.960104e-09   1.575800e-09   9.2900         22.6200        41.0557        1059.9941      
24.00     3.004943e-09   2.371370e-09   9.6100         22.6200        44.1232        1063.0617      
25.00     3.052161e-09   2.818380e-09   9.9300         22.6200        47.1907        1066.1292      
26.00     3.110418e-09   2.426610e-09   10.4200        22.6200        51.8879        1070.8263      
27.00     3.165901e-09   3.388440e-09   10.7400        22.6200        54.9554        1073.8938      
28.00     3.231693e-09   2.676090e-09   11.2100        22.6200        59.4608        1078.3993      
29.00     3.295372e-09   3.368990e-09   11.5300        22.6200        62.5283        1081.4668      
30.00     3.361470e-09   2.630270e-09   11.8400        22.6200        65.5000        1084.4384      
31.00     3.439580e-09   3.180530e-09   12.3000        22.6200        69.9842        1088.9226      
32.00     3.515865e-09   2.497470e-09   12.6100        22.6200        73.0329        1091.9714      
33.00     3.604731e-09   3.507520e-09   13.0700        22.6200        77.5569        1096.4953      
34.00     3.691074e-09   2.213100e-09   13.3700        22.6200        80.5073        1099.4458      
35.00     3.790198e-09   3.589220e-09   13.8100        22.6200        84.8346        1103.7730      
36.00     3.887885e-09   3.235940e-09   14.1100        22.6200        87.7850        1106.7234      
37.00     3.990043e-09   3.447470e-09   14.4100        22.6200        90.7354        1109.6739      
38.00     4.108044e-09   2.511890e-09   14.8600        22.6200        95.1610        1114.0995      
39.00     4.227505e-09   3.487390e-09   15.1600        22.6200        98.5159        1117.4544      
40.00     4.371235e-09   4.926060e-09   15.6100        22.6200        104.0791       1123.0176      
41.00     4.514271e-09   3.912910e-09   15.9100        22.6200        107.7880       1126.7264      
42.00     4.665845e-09   4.869680e-09   16.2100        22.6200        111.4968       1130.4352      
43.00     4.843620e-09   4.265800e-09   16.6600        22.6200        117.0600       1135.9985      
44.01     5.024891e-09   4.918247e-09   16.9744        22.6200        120.9469       1139.8853      
45.01     5.231510e-09   4.153441e-09   17.4130        22.6200        126.3692       1145.3076      
46.01     5.440228e-09   5.001106e-09   17.7129        22.6200        130.0767       1149.0152      
47.01     5.661086e-09   3.951735e-09   18.0044        22.6200        133.6782       1152.6167      
48.01     5.915022e-09   5.575064e-09   18.4430        22.6200        138.8732       1157.8116      
49.01     6.173685e-09   7.149382e-09   18.7444        22.6200        142.4431       1161.3816      
50.01     6.470237e-09   5.966237e-09   19.1830        22.6200        147.6381       1166.5765      
51.01     6.773801e-09   6.914817e-09   19.4830        22.6200        151.1914       1170.1299      
52.01     7.098457e-09   6.580499e-09   19.7844        22.6200        154.7613       1173.6998      
53.01     7.471590e-09   7.703114e-09   20.2229        22.6200        159.9551       1178.8936      
54.01     7.854848e-09   6.254868e-09   20.5134        22.6200        163.3959       1182.3344      
55.01     8.275634e-09   8.002574e-09   20.8519        22.6200        167.4052       1186.3437      
56.01     8.702022e-09   9.328340e-09   21.0401        22.6200        169.6818       1188.6203      
57.01     9.113778e-09   8.919990e-09   21.0496        22.6200        169.8056       1188.7440      
58.01     9.523681e-09   9.659956e-09   21.0099        22.6200        169.2884       1188.2268      
59.01     9.949838e-09   9.627177e-09   21.0000        22.6200        169.1594       1188.0979      
60.01     1.039230e-08   1.180703e-08   21.0000        22.6200        169.1594       1188.0979      
61.01     1.085033e-08   1.084840e-08   21.0000        22.6200        169.1594       1188.0979      
62.01     1.132477e-08   1.174501e-08   21.0000        22.6200        169.1594       1188.0979      
63.01     1.181653e-08   1.136322e-08   21.0000        22.6200        169.1594       1188.0979      
64.01     1.232653e-08   1.266263e-08   21.0000        22.6200        169.1594       1188.0979      
65.01     1.285568e-08   1.274569e-08   21.0000        22.6200        169.1594       1188.0979      
66.01     1.340491e-08   1.380066e-08   21.0000        22.6200        169.1594       1188.0979      
67.01     1.397517e-08   1.350781e-08   21.0000        22.6200        169.1594       1188.0979      
68.01     1.456745e-08   1.531997e-08   21.0000        22.6200        169.1594       1188.0979      
69.01     1.518274e-08   1.622188e-08   21.0000        22.6200        169.1594       1188.0979      
70.01     1.582207e-08   1.663648e-08   21.0000        22.6200        169.1594       1188.0979      
71.01     1.648650e-08   2.063240e-08   21.0000        22.6200        169.1594       1188.0979      
72.01     1.717714e-08   1.852954e-08   21.0000        22.6200        169.1594       1188.0979      
73.00     1.788780e-08   2.006780e-08   21.0000        22.6200        169.1594       1188.0979      
74.00     1.863400e-08   2.018370e-08   21.0000        22.6200        169.1594       1188.0979      
75.00     1.940993e-08   2.290870e-08   21.0000        22.6200        169.1594       1188.0979      
76.00     2.021683e-08   2.225870e-08   21.0000        22.6200        169.1594       1188.0979      
77.00     2.105603e-08   2.454710e-08   21.0000        22.6200        169.1594       1188.0979      
78.00     2.192889e-08   2.454710e-08   21.0000        22.6200        169.1594       1188.0979      
79.00     2.283681e-08   2.555640e-08   21.0000        22.6200        169.1594       1188.0979      
80.00     2.378126e-08   2.630270e-08   21.0000        22.6200        169.1594       1188.0979      
81.00     2.476377e-08   2.786120e-08   21.0000        22.6200        169.1594       1188.0979      
82.00     2.578592e-08   2.917430e-08   21.0000        22.6200        169.1594       1188.0979      
