Time      Power          Hist_Power     FR_Position    CR_Position    RHO            InsertRho      
0.00      2.250825e-09   2.251650e-09   0.0000         22.6100        -0.7385        1018.2000      
1.00      2.249993e-09   1.310690e-09   0.1300         22.6100        -0.3757        1018.5628      
2.00      2.253384e-09   2.065380e-09   0.5100         22.6100        0.6846         1019.6231      
3.01      2.259503e-09   2.288497e-09   1.0737         22.6100        2.2576         1021.1961      
4.01      2.264952e-09   2.062001e-09   1.4436         22.6100        3.2898         1022.2282      
5.01      2.270869e-09   2.892687e-09   1.8054         22.6100        4.2993         1023.2378      
6.01      2.279085e-09   2.106649e-09   2.3435         22.6100        5.8008         1024.7393      
7.01      2.286455e-09   2.621246e-09   2.6953         22.6100        6.7825         1025.7210      
8.01      2.295998e-09   1.734265e-09   3.2236         22.6100        8.2567         1027.1951      
9.01      2.304794e-09   2.361863e-09   3.5835         22.6100        9.2609         1028.1994      
10.01     2.313893e-09   1.428614e-09   3.9352         22.6100        10.2423        1029.1808      
11.01     2.327654e-09   2.217121e-09   4.4535         22.6100        12.4104        1031.3489      
12.01     2.340800e-09   2.612461e-09   4.8053         22.6100        13.9520        1032.8905      
13.01     2.357586e-09   2.350641e-09   5.3334         22.6100        16.2661        1035.2046      
14.01     2.372924e-09   2.978834e-09   5.6734         22.6100        17.7560        1036.6945      
15.01     2.388901e-09   2.334533e-09   6.0150         22.6100        19.2529        1038.1914      
16.01     2.408256e-09   2.701877e-09   6.5133         22.6100        21.4365        1040.3750      
17.01     2.426303e-09   2.194723e-09   6.8449         22.6100        22.8896        1041.8281      
18.00     2.447435e-09   2.884030e-09   7.3300         22.6100        25.0153        1043.9538      
19.00     2.467384e-09   1.717910e-09   7.6500         22.6100        26.4176        1045.3560      
20.00     2.492879e-09   2.934270e-09   8.1300         22.6100        29.1975        1048.1359      
21.00     2.522458e-09   1.566750e-09   8.4500         22.6100        32.2650        1051.2034      
22.00     2.554718e-09   2.834650e-09   8.7800         22.6100        35.4284        1054.3668      
23.00     2.595049e-09   1.916460e-09   9.2500         22.6100        39.9338        1058.8722      
24.00     2.633572e-09   2.630270e-09   9.5700         22.6100        43.0013        1061.9398      
25.00     2.681282e-09   1.747830e-09   10.0600        22.6100        47.6984        1066.6369      
26.00     2.726087e-09   2.754230e-09   10.3700        22.6100        50.6701        1069.6086      
27.00     2.773366e-09   3.651740e-09   10.6900        22.6100        53.7376        1072.6761      
