Time      Power          Hist_Power     FR_Position    CR_Position    RHO            InsertRho      
0.00      1.660198e-09   1.659590e-09   0.0000         22.6300        0.7385         1019.6769      
1.00      1.662286e-09   2.030020e-09   0.0800         22.6300        0.9617         1019.9002      
2.00      1.665360e-09   1.566750e-09   0.4400         22.6300        1.9662         1020.9047      
3.01      1.670271e-09   2.180089e-09   0.9736         22.6300        3.4552         1022.3937      
4.01      1.674729e-09   1.429392e-09   1.3351         22.6300        4.4639         1023.4024      
5.01      1.680635e-09   2.279984e-09   1.8434         22.6300        5.8823         1024.8207      
6.01      1.685995e-09   1.212115e-09   2.1833         22.6300        6.8307         1025.7692      
7.01      1.691576e-09   2.182670e-09   2.5150         22.6300        7.7563         1026.6948      
8.01      1.698701e-09   1.682785e-09   3.0134         22.6300        9.1471         1028.0855      
9.01      1.705304e-09   2.070571e-09   3.3549         22.6300        10.1000        1029.0384      
10.01     1.713280e-09   1.410110e-09   3.8434         22.6300        11.4631        1030.4015      
11.01     1.721461e-09   1.964111e-09   4.1833         22.6300        12.7033        1031.6417      
12.01     1.730755e-09   1.150212e-09   4.5150         22.6300        14.1568        1033.0953      
13.01     1.742669e-09   2.003118e-09   5.0134         22.6300        16.3408        1035.2793      
14.01     1.753827e-09   1.644137e-09   5.3550         22.6300        17.8377        1036.7762      
15.01     1.767428e-09   1.999573e-09   5.8534         22.6300        20.0217        1038.9602      
16.01     1.780194e-09   2.420858e-09   6.1933         22.6300        21.5112        1040.4496      
17.01     1.793330e-09   1.848109e-09   6.5249         22.6300        22.9643        1041.9027      
18.00     1.808830e-09   1.522300e-09   7.0100         22.6300        25.0900        1044.0285      
19.00     1.823604e-09   1.927530e-09   7.3400         22.6300        26.5361        1045.4745      
20.00     1.840745e-09   2.277720e-09   7.8200         22.6300        28.6394        1047.5779      
21.00     1.858869e-09   1.851400e-09   8.1400         22.6300        30.7702        1049.7087      
22.00     1.881187e-09   2.585240e-09   8.4600         22.6300        33.8378        1052.7762      
23.00     1.910054e-09   1.548820e-09   8.9400         22.6300        38.4390        1057.3775      
24.00     1.937458e-09   2.497470e-09   9.2600         22.6300        41.5066        1060.4450      
25.00     1.971623e-09   2.018370e-09   9.7500         22.6300        46.2037        1065.1422      
26.00     2.003978e-09   2.468880e-09   10.0700        22.6300        49.2712        1068.2097      
27.00     2.037936e-09   1.513560e-09   10.3900        22.6300        52.3387        1071.2772      
28.00     2.079040e-09   2.225870e-09   10.8700        22.6300        56.9400        1075.8785      
29.00     2.116557e-09   1.949850e-09   11.1300        22.6300        59.4324        1078.3708      
30.00     2.158006e-09   2.357760e-09   11.4700        22.6300        62.6916        1081.6301      
31.00     2.197068e-09   2.802210e-09   11.6700        22.6300        64.6088        1083.5473      
32.00     2.233447e-09   2.398830e-09   11.7700        22.6300        65.5674        1084.5059      
33.00     2.270968e-09   2.786120e-09   11.9000        22.6300        66.8136        1085.7521      
34.00     2.306248e-09   2.497470e-09   11.9500        22.6300        67.2929        1086.2314      
35.00     2.341360e-09   2.917430e-09   12.0000        22.6300        67.7722        1086.7107      
36.00     2.374637e-09   1.995260e-09   12.0000        22.6300        67.7722        1086.7107      
37.00     2.407476e-09   2.770130e-09   12.0000        22.6300        67.7722        1086.7107      
38.00     2.440058e-09   1.840770e-09   12.0000        22.6300        67.7722        1086.7107      
39.00     2.472469e-09   2.867480e-09   12.0000        22.6300        67.7722        1086.7107      
40.00     2.504770e-09   2.277720e-09   12.0000        22.6300        67.7722        1086.7107      
41.00     2.537011e-09   2.867480e-09   12.0000        22.6300        67.7722        1086.7107      
42.00     2.569232e-09   1.961100e-09   12.0000        22.6300        67.7722        1086.7107      
43.00     2.601470e-09   2.834650e-09   12.0000        22.6300        67.7722        1086.7107      
44.01     2.634077e-09   2.324775e-09   12.0000        22.6300        67.7722        1086.7107      
45.01     2.666436e-09   3.060679e-09   12.0000        22.6300        67.7722        1086.7107      
46.01     2.698892e-09   3.624846e-09   12.0000        22.6300        67.7722        1086.7107      
47.01     2.731468e-09   3.039375e-09   12.0000        22.6300        67.7722        1086.7107      
48.01     2.764183e-09   3.233093e-09   12.0000        22.6300        67.7722        1086.7107      
49.01     2.797054e-09   2.953687e-09   12.0000        22.6300        67.7722        1086.7107      
50.01     2.830098e-09   3.192615e-09   12.0000        22.6300        67.7722        1086.7107      
51.01     2.863331e-09   2.579171e-09   12.0000        22.6300        67.7722        1086.7107      
52.01     2.896765e-09   3.436169e-09   12.0000        22.6300        67.7722        1086.7107      
53.01     2.930415e-09   2.327339e-09   12.0000        22.6300        67.7722        1086.7107      
54.01     2.964291e-09   3.314925e-09   12.0000        22.6300        67.7722        1086.7107      
55.01     2.998406e-09   3.669976e-09   12.0000        22.6300        67.7722        1086.7107      
56.01     3.032770e-09   3.378822e-09   12.0000        22.6300        67.7722        1086.7107      
57.01     3.067393e-09   2.436819e-09   12.0000        22.6300        67.7722        1086.7107      
58.01     3.102285e-09   3.438997e-09   12.0000        22.6300        67.7722        1086.7107      
59.01     3.137455e-09   2.609436e-09   12.0000        22.6300        67.7722        1086.7107      
60.01     3.172912e-09   3.534662e-09   12.0000        22.6300        67.7722        1086.7107      
61.01     3.208664e-09   4.210078e-09   12.0000        22.6300        67.7722        1086.7107      
62.01     3.244720e-09   3.536396e-09   12.0000        22.6300        67.7722        1086.7107      
63.01     3.281087e-09   4.382974e-09   12.0000        22.6300        67.7722        1086.7107      
64.01     3.317772e-09   3.652806e-09   12.0000        22.6300        67.7722        1086.7107      
65.01     3.354784e-09   3.754866e-09   12.0000        22.6300        67.7722        1086.7107      
66.01     3.392130e-09   3.414424e-09   12.0000        22.6300        67.7722        1086.7107      
67.01     3.429816e-09   4.039090e-09   12.0000        22.6300        67.7722        1086.7107      
68.01     3.467850e-09   2.928527e-09   12.0000        22.6300        67.7722        1086.7107      
69.01     3.506237e-09   4.037890e-09   12.0000        22.6300        67.7722        1086.7107      
70.01     3.544986e-09   5.088460e-09   12.0000        22.6300        67.7722        1086.7107      
71.01     3.584102e-09   4.017624e-09   12.0000        22.6300        67.7722        1086.7107      
72.01     3.623591e-09   3.082808e-09   12.0000        22.6300        67.7722        1086.7107      
73.00     3.663059e-09   4.097320e-09   12.0000        22.6300        67.7722        1086.7107      
74.00     3.703311e-09   5.128610e-09   12.0000        22.6300        67.7722        1086.7107      
75.00     3.743955e-09   4.073800e-09   12.0000        22.6300        67.7722        1086.7107      
76.00     3.784997e-09   4.897790e-09   12.0000        22.6300        67.7722        1086.7107      
77.00     3.826443e-09   3.447470e-09   12.0000        22.6300        67.7722        1086.7107      
78.00     3.868300e-09   4.390360e-09   12.0000        22.6300        67.7722        1086.7107      
79.00     3.910573e-09   4.192760e-09   12.0000        22.6300        67.7722        1086.7107      
80.00     3.953269e-09   4.466840e-09   12.0000        22.6300        67.7722        1086.7107      
81.00     3.996392e-09   3.447470e-09   12.0000        22.6300        67.7722        1086.7107      
82.00     4.039950e-09   4.570880e-09   12.0000        22.6300        67.7722        1086.7107      
83.00     4.083948e-09   5.854640e-09   12.0000        22.6300        67.7722        1086.7107      
84.00     4.128392e-09   4.677350e-09   12.0000        22.6300        67.7722        1086.7107      
85.00     4.173287e-09   5.011870e-09   12.0000        22.6300        67.7722        1086.7107      
86.00     4.218640e-09   4.813930e-09   12.0000        22.6300        67.7722        1086.7107      
87.00     4.264456e-09   4.897790e-09   12.0000        22.6300        67.7722        1086.7107      
88.00     4.310742e-09   4.144770e-09   12.0000        22.6300        67.7722        1086.7107      
89.00     4.357503e-09   5.069910e-09   12.0000        22.6300        67.7722        1086.7107      
90.00     4.404745e-09   4.466840e-09   12.0000        22.6300        67.7722        1086.7107      
91.00     4.452474e-09   5.040810e-09   12.0000        22.6300        67.7722        1086.7107      
92.00     4.500696e-09   5.821030e-09   12.0000        22.6300        67.7722        1086.7107      
93.00     4.549416e-09   5.069910e-09   12.0000        22.6300        67.7722        1086.7107      
94.00     4.598642e-09   6.645080e-09   12.0000        22.6300        67.7722        1086.7107      
95.00     4.648378e-09   4.813930e-09   12.0000        22.6300        67.7722        1086.7107      
96.00     4.698632e-09   5.559040e-09   12.0000        22.6300        67.7722        1086.7107      
97.00     4.749408e-09   4.954500e-09   12.0000        22.6300        67.7722        1086.7107      
98.00     4.800714e-09   5.591140e-09   12.0000        22.6300        67.7722        1086.7107      
99.00     4.852554e-09   4.466840e-09   12.0000        22.6300        67.7722        1086.7107      
100.00    4.904936e-09   5.495410e-09   12.0000        22.6300        67.7722        1086.7107      
101.00    4.957866e-09   7.038820e-09   12.0000        22.6300        67.7722        1086.7107      
102.00    5.011350e-09   4.926060e-09   12.0000        22.6300        67.7722        1086.7107      
103.00    5.065394e-09   5.888440e-09   12.0000        22.6300        67.7722        1086.7107      
104.00    5.120004e-09   5.854640e-09   12.0000        22.6300        67.7722        1086.7107      
105.00    5.175188e-09   5.922430e-09   12.0000        22.6300        67.7722        1086.7107      
106.00    5.230951e-09   4.897790e-09   12.0000        22.6300        67.7722        1086.7107      
107.00    5.287300e-09   5.956620e-09   12.0000        22.6300        67.7722        1086.7107      
108.00    5.344242e-09   6.606930e-09   12.0000        22.6300        67.7722        1086.7107      
109.00    5.401783e-09   5.401320e-09   12.0000        22.6300        67.7722        1086.7107      
110.00    5.459930e-09   6.493820e-09   12.0000        22.6300        67.7722        1086.7107      
111.00    5.518689e-09   5.401320e-09   12.0000        22.6300        67.7722        1086.7107      
112.00    5.578068e-09   6.201550e-09   12.0000        22.6300        67.7722        1086.7107      
113.00    5.638073e-09   7.807280e-09   12.0000        22.6300        67.7722        1086.7107      
114.00    5.698712e-09   6.060380e-09   12.0000        22.6300        67.7722        1086.7107      
115.00    5.759990e-09   6.998420e-09   12.0000        22.6300        67.7722        1086.7107      
116.00    5.821916e-09   6.645080e-09   12.0000        22.6300        67.7722        1086.7107      
117.00    5.884496e-09   6.878600e-09   12.0000        22.6300        67.7722        1086.7107      
118.00    5.947738e-09   6.025600e-09   12.0000        22.6300        67.7722        1086.7107      
119.00    6.011649e-09   6.799860e-09   12.0000        22.6300        67.7722        1086.7107      
120.00    6.076236e-09   7.897690e-09   12.0000        22.6300        67.7722        1086.7107      
121.00    6.141506e-09   7.038820e-09   12.0000        22.6300        67.7722        1086.7107      
122.00    6.207467e-09   7.202780e-09   12.0000        22.6300        67.7722        1086.7107      
123.00    6.274127e-09   6.201550e-09   12.0000        22.6300        67.7722        1086.7107      
124.00    6.341493e-09   7.202780e-09   12.0000        22.6300        67.7722        1086.7107      
125.00    6.409573e-09   9.172760e-09   12.0000        22.6300        67.7722        1086.7107      
126.00    6.478374e-09   7.455900e-09   12.0000        22.6300        67.7722        1086.7107      
127.00    6.547905e-09   7.673620e-09   12.0000        22.6300        67.7722        1086.7107      
128.00    6.618173e-09   6.760830e-09   12.0000        22.6300        67.7722        1086.7107      
129.00    6.689187e-09   7.673620e-09   12.0000        22.6300        67.7722        1086.7107      
130.00    6.760954e-09   9.885530e-09   12.0000        22.6300        67.7722        1086.7107      
131.00    6.833482e-09   7.455900e-09   12.0000        22.6300        67.7722        1086.7107      
132.00    6.906781e-09   8.175230e-09   12.0000        22.6300        67.7722        1086.7107      
133.00    6.980858e-09   7.762470e-09   12.0000        22.6300        67.7722        1086.7107      
134.00    7.055721e-09   8.128310e-09   12.0000        22.6300        67.7722        1086.7107      
135.00    7.131379e-09   7.807280e-09   12.0000        22.6300        67.7722        1086.7107      
136.00    7.207841e-09   8.081650e-09   12.0000        22.6300        67.7722        1086.7107      
137.00    7.285116e-09   9.067760e-09   12.0000        22.6300        67.7722        1086.7107      
138.00    7.363212e-09   8.462530e-09   12.0000        22.6300        67.7722        1086.7107      
139.00    7.442137e-09   8.759920e-09   12.0000        22.6300        67.7722        1086.7107      
140.00    7.521902e-09   7.943280e-09   12.0000        22.6300        67.7722        1086.7107      
